borough;numfloors;LAT;LONG;coordinates 
BX;8.0;40.830596;-73.9279498;40.830596, -73.9279498
QN;10.0;40.7524206;-73.9279658;40.7524206, -73.9279658
BX;8.0;40.839338;-73.9280379;40.839338, -73.9280379
QN;7.0;40.7690429;-73.9280742;40.7690429, -73.9280742
BX;7.0;40.8120775;-73.9280891;40.8120775, -73.9280891
BX;7.0;40.8314854;-73.9281259;40.8314854, -73.9281259
QN;7.0;40.7662241;-73.9282974;40.7662241, -73.9282974
BX;7.0;40.8318039;-73.9283026;40.8318039, -73.9283026
BX;9.0;40.8151765;-73.9283494;40.8151765, -73.9283494
MN;21.0;40.8577387;-73.9283687;40.8577387, -73.9283687
BX;10.0;40.8128791;-73.9283736;40.8128791, -73.9283736
BX;9.0;40.820493;-73.9283835;40.820493, -73.9283835
BX;7.0;40.8388277;-73.9284107;40.8388277, -73.9284107
MN;8.0;40.8629647;-73.9284426;40.8629647, -73.9284426
BX;26.0;40.8169881;-73.9285209;40.8169881, -73.9285209
MN;8.0;40.8507755;-73.9285533;40.8507755, -73.9285533
QN;11.0;40.7682664;-73.9285804;40.7682664, -73.9285804
BX;14.0;40.8143532;-73.9286213;40.8143532, -73.9286213
MN;7.0;40.8594983;-73.9286668;40.8594983, -73.9286668
BX;11.0;40.8389817;-73.9288298;40.8389817, -73.9288298
QN;7.0;40.7640891;-73.9289278;40.7640891, -73.9289278
QN;7.0;40.7689885;-73.9289371;40.7689885, -73.9289371
QN;7.0;40.7665127;-73.9289541;40.7665127, -73.9289541
QN;11.0;40.7654396;-73.9289625;40.7654396, -73.9289625
BX;12.0;40.8137908;-73.9289759;40.8137908, -73.9289759
QN;7.0;40.7672676;-73.9289786;40.7672676, -73.9289786
QN;23.0;40.7761139;-73.9290486;40.7761139, -73.9290486
MN;14.0;40.8602726;-73.9291613;40.8602726, -73.9291613
QN;8.0;40.7686648;-73.9291973;40.7686648, -73.9291973
MN;7.0;40.8589057;-73.9292133;40.8589057, -73.9292133
MN;18.0;40.8495985;-73.9292196;40.8495985, -73.9292196
QN;9.0;40.7673336;-73.9292998;40.7673336, -73.9292998
QN;7.0;40.766804;-73.9294087;40.766804, -73.9294087
BX;14.0;40.8370278;-73.9294209;40.8370278, -73.9294209
BX;10.0;40.8352795;-73.9294734;40.8352795, -73.9294734
QN;7.0;40.7674216;-73.9294875;40.7674216, -73.9294875
MN;21.0;40.857819;-73.9295145;40.857819, -73.9295145
QN;7.0;40.7534618;-73.9295203;40.7534618, -73.9295203
BX;11.0;40.8172605;-73.9295683;40.8172605, -73.9295683
BK;7.0;40.6653714;-73.9295953;40.6653714, -73.9295953
BK;7.0;40.6656542;-73.9296455;40.6656542, -73.9296455
BX;7.0;40.8121306;-73.9296749;40.8121306, -73.9296749
QN;7.0;40.7680695;-73.9296817;40.7680695, -73.9296817
BX;12.0;40.8184682;-73.9297043;40.8184682, -73.9297043
QN;7.0;40.7645617;-73.9297865;40.7645617, -73.9297865
BK;8.0;40.6611968;-73.9298016;40.6611968, -73.9298016
QN;8.0;40.7669332;-73.9298309;40.7669332, -73.9298309
QN;7.0;40.7533001;-73.9298633;40.7533001, -73.9298633
BX;7.0;40.8347966;-73.9298786;40.8347966, -73.9298786
BX;13.0;40.8179578;-73.9299036;40.8179578, -73.9299036
QN;8.0;40.7676854;-73.9299421;40.7676854, -73.9299421
BK;7.0;40.6936044;-73.9299658;40.6936044, -73.9299658
BX;7.0;40.8347116;-73.9299871;40.8347116, -73.9299871
BX;24.0;40.8094245;-73.9300029;40.8094245, -73.9300029
QN;7.0;40.7556854;-73.9300196;40.7556854, -73.9300196
BX;13.0;40.8184657;-73.9300259;40.8184657, -73.9300259
BK;10.0;40.6666316;-73.9300518;40.6666316, -73.9300518
BX;12.0;40.8175435;-73.9300955;40.8175435, -73.9300955
BX;11.0;40.8180074;-73.9301853;40.8180074, -73.9301853
BX;12.0;40.8172718;-73.9301933;40.8172718, -73.9301933
QN;7.0;40.7554275;-73.9302437;40.7554275, -73.9302437
BX;24.0;40.8096251;-73.9302519;40.8096251, -73.9302519
QN;7.0;40.7538768;-73.9303067;40.7538768, -73.9303067
QN;7.0;40.7563421;-73.9303643;40.7563421, -73.9303643
QN;7.0;40.7563416;-73.9303655;40.7563416, -73.9303655
QN;7.0;40.7552657;-73.9304099;40.7552657, -73.9304099
BX;12.0;40.8175794;-73.9304495;40.8175794, -73.9304495
QN;8.0;40.7743252;-73.9304658;40.7743252, -73.9304658
MN;7.0;40.8591041;-73.9304712;40.8591041, -73.9304712
BX;12.0;40.816745;-73.9305046;40.816745, -73.9305046
QN;8.0;40.7670023;-73.9305348;40.7670023, -73.9305348
BX;12.0;40.8173242;-73.9305473;40.8173242, -73.9305473
BX;25.0;40.8075091;-73.9306804;40.8075091, -73.9306804
BX;8.0;40.8088157;-73.9307585;40.8088157, -73.9307585
BK;7.0;40.6942088;-73.9308306;40.6942088, -73.9308306
BX;7.0;40.8325713;-73.9308386;40.8325713, -73.9308386
BX;25.0;40.8098395;-73.9308405;40.8098395, -73.9308405
BX;8.0;40.8338065;-73.9309891;40.8338065, -73.9309891
BK;8.0;40.6943105;-73.9310181;40.6943105, -73.9310181
QN;8.0;40.7516348;-73.9310417;40.7516348, -73.9310417
BX;8.0;40.8326346;-73.9311131;40.8326346, -73.9311131
QN;7.0;40.7718169;-73.9311977;40.7718169, -73.9311977
QN;7.0;40.7540338;-73.9312558;40.7540338, -73.9312558
MN;8.0;40.8485595;-73.9312738;40.8485595, -73.9312738
QN;10.0;40.7660394;-73.9313445;40.7660394, -73.9313445
BX;27.0;40.8087694;-73.9313943;40.8087694, -73.9313943
BK;7.0;40.7020152;-73.9314068;40.7020152, -73.9314068
BX;22.0;40.8202577;-73.9314586;40.8202577, -73.9314586
BX;11.0;40.8316165;-73.9314683;40.8316165, -73.9314683
QN;14.0;40.7658693;-73.9315071;40.7658693, -73.9315071
MN;22.0;40.8479256;-73.9315419;40.8479256, -73.9315419
MN;7.0;40.7949059;-73.9315603;40.7949059, -73.9315603
QN;8.0;40.7735765;-73.9315642;40.7735765, -73.9315642
BK;7.0;40.6748119;-73.9316042;40.6748119, -73.9316042
QN;10.0;40.7524805;-73.9316616;40.7524805, -73.9316616
BK;7.0;40.5847801;-73.9316892;40.5847801, -73.9316892
QN;7.0;40.7533232;-73.9317113;40.7533232, -73.9317113
QN;15.0;40.7626032;-73.9317126;40.7626032, -73.9317126
MN;7.0;40.8026187;-73.9317619;40.8026187, -73.9317619
QN;7.0;40.754907;-73.9318649;40.754907, -73.9318649
BX;25.0;40.8086736;-73.9319146;40.8086736, -73.9319146
BK;12.0;40.6700033;-73.9319336;40.6700033, -73.9319336
BK;7.0;40.6622274;-73.9320425;40.6622274, -73.9320425
QN;7.0;40.7531999;-73.9320976;40.7531999, -73.9320976
MN;7.0;40.7959437;-73.9321046;40.7959437, -73.9321046
QN;8.0;40.765812;-73.9321209;40.765812, -73.9321209
QN;9.0;40.7525769;-73.9322138;40.7525769, -73.9322138
QN;8.0;40.7659494;-73.9323626;40.7659494, -73.9323626
MN;7.0;40.8564402;-73.9323935;40.8564402, -73.9323935
BK;8.0;40.6622605;-73.9323956;40.6622605, -73.9323956
BK;7.0;40.5845143;-73.9324347;40.5845143, -73.9324347
QN;15.0;40.7748699;-73.9324907;40.7748699, -73.9324907
BK;8.0;40.6624637;-73.9325216;40.6624637, -73.9325216
MN;8.0;40.8576479;-73.9325296;40.8576479, -73.9325296
MN;8.0;40.7975771;-73.9325508;40.7975771, -73.9325508
BK;7.0;40.6978275;-73.9326373;40.6978275, -73.9326373
QN;8.0;40.7661115;-73.9326585;40.7661115, -73.9326585
QN;9.0;40.7512789;-73.9326843;40.7512789, -73.9326843
QN;7.0;40.7548087;-73.9326915;40.7548087, -73.9326915
MN;8.0;40.7962268;-73.9327869;40.7962268, -73.9327869
BK;7.0;40.7065696;-73.9328088;40.7065696, -73.9328088
QN;7.0;40.7546687;-73.9328144;40.7546687, -73.9328144
MN;12.0;40.7987273;-73.9328675;40.7987273, -73.9328675
QN;7.0;40.7717109;-73.9328875;40.7717109, -73.9328875
MN;8.0;40.845835;-73.9329681;40.845835, -73.9329681
QN;8.0;40.7545261;-73.9329734;40.7545261, -73.9329734
QN;7.0;40.7760449;-73.9330131;40.7760449, -73.9330131
QN;8.0;40.7662846;-73.9330265;40.7662846, -73.9330265
MN;7.0;40.8568441;-73.9331558;40.8568441, -73.9331558
MN;7.0;40.854673;-73.9331725;40.854673, -73.9331725
QN;8.0;40.7440989;-73.9331896;40.7440989, -73.9331896
QN;12.0;40.7513643;-73.9332292;40.7513643, -73.9332292
BK;9.0;40.6954673;-73.9332347;40.6954673, -73.9332347
BK;7.0;40.6006873;-73.9334159;40.6006873, -73.9334159
QN;8.0;40.7695978;-73.9334203;40.7695978, -73.9334203
QN;7.0;40.7755346;-73.9334469;40.7755346, -73.9334469
BK;9.0;40.6997657;-73.9334612;40.6997657, -73.9334612
QN;7.0;40.7714805;-73.9335291;40.7714805, -73.9335291
MN;16.0;40.8005914;-73.9335302;40.8005914, -73.9335302
QN;7.0;40.771478;-73.9335303;40.771478, -73.9335303
QN;7.0;40.7508979;-73.9335761;40.7508979, -73.9335761
QN;14.0;40.7745631;-73.9336067;40.7745631, -73.9336067
BK;8.0;40.700345;-73.9337095;40.700345, -73.9337095
MN;10.0;40.8561445;-73.9337205;40.8561445, -73.9337205
QN;10.0;40.7524652;-73.9337334;40.7524652, -73.9337334
QN;8.0;40.7712393;-73.9338302;40.7712393, -73.9338302
QN;9.0;40.7534507;-73.9338551;40.7534507, -73.9338551
QN;8.0;40.7693263;-73.9338682;40.7693263, -73.9338682
BK;7.0;40.5853688;-73.9338776;40.5853688, -73.9338776
QN;7.0;40.7751973;-73.9338841;40.7751973, -73.9338841
BK;7.0;40.6978392;-73.9339319;40.6978392, -73.9339319
MN;8.0;40.8569022;-73.9340523;40.8569022, -73.9340523
QN;8.0;40.7670043;-73.9340547;40.7670043, -73.9340547
MN;9.0;40.7957665;-73.9341165;40.7957665, -73.9341165
BK;8.0;40.5779717;-73.9341477;40.5779717, -73.9341477
QN;11.0;40.7530199;-73.9341876;40.7530199, -73.9341876
MN;7.0;40.7961316;-73.9342028;40.7961316, -73.9342028
MN;32.0;40.8473892;-73.9342099;40.8473892, -73.9342099
QN;14.0;40.7639029;-73.9342238;40.7639029, -73.9342238
QN;8.0;40.7698919;-73.9342431;40.7698919, -73.9342431
QN;7.0;40.7546504;-73.9342871;40.7546504, -73.9342871
BK;7.0;40.6790405;-73.9343616;40.6790405, -73.9343616
QN;13.0;40.7531957;-73.9343643;40.7531957, -73.9343643
QN;7.0;40.7515681;-73.9344886;40.7515681, -73.9344886
QN;20.0;40.7686679;-73.9345548;40.7686679, -73.9345548
QN;7.0;40.7695243;-73.9345648;40.7695243, -73.9345648
QN;11.0;40.7525206;-73.9345923;40.7525206, -73.9345923
MN;27.0;40.8209689;-73.9347093;40.8209689, -73.9347093
QN;7.0;40.773551;-73.9348497;40.773551, -73.9348497
BK;7.0;40.6990612;-73.9348792;40.6990612, -73.9348792
MN;19.0;40.8157018;-73.9348807;40.8157018, -73.9348807
MN;8.0;40.798561;-73.9348866;40.798561, -73.9348866
QN;9.0;40.7533251;-73.9349994;40.7533251, -73.9349994
MN;19.0;40.8038365;-73.9350404;40.8038365, -73.9350404
MN;8.0;40.7981247;-73.9350423;40.7981247, -73.9350423
QN;7.0;40.7556856;-73.9350693;40.7556856, -73.9350693
QN;14.0;40.7514587;-73.9350806;40.7514587, -73.9350806
QN;8.0;40.7675649;-73.9351119;40.7675649, -73.9351119
MN;14.0;40.8086892;-73.9351332;40.8086892, -73.9351332
QN;8.0;40.7499382;-73.9351687;40.7499382, -73.9351687
MN;13.0;40.8125373;-73.9351764;40.8125373, -73.9351764
QN;8.0;40.7543764;-73.9351825;40.7543764, -73.9351825
QN;22.0;40.7764881;-73.9351826;40.7764881, -73.9351826
MN;7.0;40.8539743;-73.9351902;40.8539743, -73.9351902
MN;16.0;40.8147688;-73.9352284;40.8147688, -73.9352284
QN;10.0;40.7519172;-73.9352643;40.7519172, -73.9352643
MN;7.0;40.7982346;-73.9353023;40.7982346, -73.9353023
BK;7.0;40.6622814;-73.9353476;40.6622814, -73.9353476
MN;35.0;40.8015311;-73.9353713;40.8015311, -73.9353713
MN;12.0;40.803038;-73.9353735;40.803038, -73.9353735
MN;7.0;40.8544026;-73.9354067;40.8544026, -73.9354067
MN;35.0;40.8012484;-73.9354366;40.8012484, -73.9354366
MN;9.0;40.7966538;-73.9354411;40.7966538, -73.9354411
MN;8.0;40.8553001;-73.9354492;40.8553001, -73.9354492
MN;11.0;40.809049;-73.9354616;40.809049, -73.9354616
MN;32.0;40.8479499;-73.9355612;40.8479499, -73.9355612
MN;8.0;40.8033455;-73.9356043;40.8033455, -73.9356043
QN;7.0;40.7554197;-73.9356326;40.7554197, -73.9356326
MN;7.0;40.8278943;-73.9356962;40.8278943, -73.9356962
BK;15.0;40.6935446;-73.9356996;40.6935446, -73.9356996
MN;9.0;40.7993684;-73.9357093;40.7993684, -73.9357093
BK;8.0;40.7012135;-73.9357463;40.7012135, -73.9357463
BK;8.0;40.7035137;-73.9358054;40.7035137, -73.9358054
MN;7.0;40.7981306;-73.9358153;40.7981306, -73.9358153
MN;12.0;40.804180;-73.9358564;40.804180, -73.9358564
MN;7.0;40.803052;-73.9358791;40.803052, -73.9358791
BK;7.0;40.7004369;-73.9359598;40.7004369, -73.9359598
QN;13.0;40.7548682;-73.9359616;40.7548682, -73.9359616
MN;7.0;40.7981966;-73.9359705;40.7981966, -73.9359705
BK;13.0;40.7049493;-73.9360276;40.7049493, -73.9360276
MN;14.0;40.8107675;-73.9360379;40.8107675, -73.9360379
MN;7.0;40.8027749;-73.9360889;40.8027749, -73.9360889
MN;7.0;40.7982653;-73.9361294;40.7982653, -73.9361294
MN;35.0;40.8017346;-73.9361513;40.8017346, -73.9361513
MN;8.0;40.8052863;-73.9361624;40.8052863, -73.9361624
MN;16.0;40.8162872;-73.9361771;40.8162872, -73.9361771
BK;11.0;40.6794121;-73.9361855;40.6794121, -73.9361855
QN;44.0;40.7491318;-73.9361981;40.7491318, -73.9361981
QN;64.0;40.7502873;-73.9362078;40.7502873, -73.9362078
MN;13.0;40.8134052;-73.9362124;40.8134052, -73.9362124
BK;11.0;40.6965422;-73.9362232;40.6965422, -73.9362232
MN;7.0;40.798312;-73.9362413;40.798312, -73.9362413
MN;7.0;40.8549492;-73.9362448;40.8549492, -73.9362448
QN;26.0;40.7764283;-73.9362839;40.7764283, -73.9362839
BK;8.0;40.5913593;-73.9362949;40.5913593, -73.9362949
QN;10.0;40.7500102;-73.9363453;40.7500102, -73.9363453
MN;15.0;40.856898;-73.9363586;40.856898, -73.9363586
QN;20.0;40.7369754;-73.9363794;40.7369754, -73.9363794
BK;8.0;40.6785613;-73.9363882;40.6785613, -73.9363882
MN;9.0;40.8068702;-73.9364245;40.8068702, -73.9364245
MN;11.0;40.8044191;-73.9364269;40.8044191, -73.9364269
QN;10.0;40.7422151;-73.9364429;40.7422151, -73.9364429
MN;14.0;40.8332085;-73.9364752;40.8332085, -73.9364752
BK;8.0;40.6785668;-73.9364964;40.6785668, -73.9364964
QN;9.0;40.7533863;-73.9365405;40.7533863, -73.9365405
MN;7.0;40.8095326;-73.9365448;40.8095326, -73.9365448
BK;7.0;40.7000282;-73.9365589;40.7000282, -73.9365589
MN;35.0;40.8019353;-73.9366315;40.8019353, -73.9366315
QN;12.0;40.7362701;-73.9366326;40.7362701, -73.9366326
BK;14.0;40.6942149;-73.9366509;40.6942149, -73.9366509
MN;12.0;40.8062198;-73.9366563;40.8062198, -73.9366563
MN;16.0;40.817421;-73.9367035;40.817421, -73.9367035
MN;8.0;40.8384209;-73.9367522;40.8384209, -73.9367522
BK;8.0;40.6973357;-73.9367598;40.6973357, -73.9367598
MN;15.0;40.8186644;-73.9367782;40.8186644, -73.9367782
MN;7.0;40.8146544;-73.9367964;40.8146544, -73.9367964
QN;24.0;40.7507241;-73.9368282;40.7507241, -73.9368282
MN;8.0;40.8151704;-73.9368357;40.8151704, -73.9368357
MN;8.0;40.8154943;-73.9368534;40.8154943, -73.9368534
MN;7.0;40.7959848;-73.9368719;40.7959848, -73.9368719
BK;10.0;40.6794564;-73.9368921;40.6794564, -73.9368921
QN;16.0;40.7502081;-73.9369009;40.7502081, -73.9369009
MN;16.0;40.797102;-73.9369106;40.797102, -73.9369106
MN;7.0;40.8252793;-73.9369128;40.8252793, -73.9369128
MN;7.0;40.7976592;-73.9369281;40.7976592, -73.9369281
BK;8.0;40.6949067;-73.9369352;40.6949067, -73.9369352
QN;12.0;40.7504826;-73.9369367;40.7504826, -73.9369367
MN;7.0;40.8093764;-73.9369495;40.8093764, -73.9369495
MN;7.0;40.8386708;-73.9369904;40.8386708, -73.9369904
MN;7.0;40.8089098;-73.9369969;40.8089098, -73.9369969
QN;8.0;40.7441697;-73.9370004;40.7441697, -73.9370004
BK;8.0;40.6791792;-73.9370186;40.6791792, -73.9370186
BK;7.0;40.6965426;-73.9370202;40.6965426, -73.9370202
MN;10.0;40.7985842;-73.9370681;40.7985842, -73.9370681
MN;8.0;40.8095165;-73.9370867;40.8095165, -73.9370867
MN;8.0;40.8097635;-73.9370901;40.8097635, -73.9370901
MN;7.0;40.8277359;-73.9371092;40.8277359, -73.9371092
QN;30.0;40.7500985;-73.9372222;40.7500985, -73.9372222
MN;11.0;40.8056437;-73.9372312;40.8056437, -73.9372312
MN;12.0;40.8011918;-73.9372896;40.8011918, -73.9372896
MN;9.0;40.8461338;-73.9373087;40.8461338, -73.9373087
QN;43.0;40.7483831;-73.9373285;40.7483831, -73.9373285
MN;16.0;40.8165843;-73.9373329;40.8165843, -73.9373329
MN;8.0;40.855496;-73.9373504;40.855496, -73.9373504
MN;7.0;40.8087371;-73.9373692;40.8087371, -73.9373692
MN;16.0;40.8178716;-73.9373895;40.8178716, -73.9373895
MN;11.0;40.8007664;-73.9373947;40.8007664, -73.9373947
BK;7.0;40.6978192;-73.9374049;40.6978192, -73.9374049
BK;10.0;40.6794649;-73.9374221;40.6794649, -73.9374221
MN;8.0;40.8096566;-73.9374261;40.8096566, -73.9374261
BK;8.0;40.7012611;-73.9374269;40.7012611, -73.9374269
MN;8.0;40.846960;-73.9374308;40.846960, -73.9374308
BK;15.0;40.6925877;-73.9374891;40.6925877, -73.9374891
BK;14.0;40.6748592;-73.9375057;40.6748592, -73.9375057
BK;7.0;40.5834138;-73.9375481;40.5834138, -73.9375481
BK;9.0;40.6784302;-73.9375925;40.6784302, -73.9375925
MN;7.0;40.7988892;-73.9376132;40.7988892, -73.9376132
BK;14.0;40.6736461;-73.9376258;40.6736461, -73.9376258
MN;12.0;40.8005991;-73.9376405;40.8005991, -73.9376405
MN;31.0;40.7908856;-73.9376821;40.7908856, -73.9376821
MN;14.0;40.7948709;-73.9377037;40.7948709, -73.9377037
QN;8.0;40.7555169;-73.9377224;40.7555169, -73.9377224
MN;30.0;40.8309888;-73.9378252;40.8309888, -73.9378252
QN;54.0;40.748043;-73.9378882;40.748043, -73.9378882
QN;16.0;40.750667;-73.9379002;40.750667, -73.9379002
MN;7.0;40.8464663;-73.9379083;40.8464663, -73.9379083
MN;10.0;40.801527;-73.9379178;40.801527, -73.9379178
BK;8.0;40.5907042;-73.9379193;40.5907042, -73.9379193
QN;9.0;40.744280;-73.9379242;40.744280, -73.9379242
MN;11.0;40.8400327;-73.9379324;40.8400327, -73.9379324
QN;8.0;40.7513587;-73.9379609;40.7513587, -73.9379609
QN;9.0;40.750291;-73.9379655;40.750291, -73.9379655
BK;9.0;40.6795146;-73.9379737;40.6795146, -73.9379737
BK;10.0;40.6800279;-73.9380994;40.6800279, -73.9380994
MN;8.0;40.8273824;-73.9381899;40.8273824, -73.9381899
BK;18.0;40.6570075;-73.9381928;40.6570075, -73.9381928
MN;8.0;40.7994576;-73.9381942;40.7994576, -73.9381942
MN;7.0;40.8074613;-73.9382012;40.8074613, -73.9382012
MN;8.0;40.7935894;-73.9382069;40.7935894, -73.9382069
QN;10.0;40.7522921;-73.9382452;40.7522921, -73.9382452
MN;8.0;40.8400987;-73.9382938;40.8400987, -73.9382938
MN;8.0;40.8161319;-73.9383666;40.8161319, -73.9383666
BK;20.0;40.6619867;-73.9383684;40.6619867, -73.9383684
MN;7.0;40.8078566;-73.9383778;40.8078566, -73.9383778
MN;9.0;40.8556174;-73.9384167;40.8556174, -73.9384167
QN;13.0;40.7576527;-73.9384207;40.7576527, -73.9384207
QN;45.0;40.748101;-73.9384223;40.748101, -73.9384223
MN;7.0;40.8285491;-73.9384454;40.8285491, -73.9384454
MN;15.0;40.8268034;-73.9384687;40.8268034, -73.9384687
MN;7.0;40.7987524;-73.9384693;40.7987524, -73.9384693
MN;10.0;40.8043544;-73.9384786;40.8043544, -73.9384786
MN;12.0;40.8051394;-73.9385068;40.8051394, -73.9385068
QN;13.0;40.7511916;-73.9385494;40.7511916, -73.9385494
BK;15.0;40.6932223;-73.9385811;40.6932223, -73.9385811
MN;7.0;40.8150918;-73.9385843;40.8150918, -73.9385843
MN;8.0;40.7967159;-73.9386048;40.7967159, -73.9386048
QN;27.0;40.7489492;-73.9386056;40.7489492, -73.9386056
QN;7.0;40.7508074;-73.9386147;40.7508074, -73.9386147
MN;7.0;40.8178805;-73.9386467;40.8178805, -73.9386467
QN;9.0;40.7517269;-73.9386608;40.7517269, -73.9386608
MN;19.0;40.8062003;-73.9386652;40.8062003, -73.9386652
MN;21.0;40.8061989;-73.9386683;40.8061989, -73.9386683
MN;7.0;40.7937873;-73.9386798;40.7937873, -73.9386798
MN;7.0;40.8365336;-73.9386801;40.8365336, -73.9386801
BK;7.0;40.6641223;-73.9386908;40.6641223, -73.9386908
MN;11.0;40.8002429;-73.9387786;40.8002429, -73.9387786
BK;8.0;40.7126691;-73.9387869;40.7126691, -73.9387869
MN;12.0;40.7921982;-73.9388113;40.7921982, -73.9388113
BK;7.0;40.6653108;-73.9388339;40.6653108, -73.9388339
MN;8.0;40.7938532;-73.9388386;40.7938532, -73.9388386
MN;16.0;40.8125586;-73.9388395;40.8125586, -73.9388395
MN;7.0;40.8360094;-73.9388577;40.8360094, -73.9388577
MN;14.0;40.8230022;-73.9388588;40.8230022, -73.9388588
QN;9.0;40.7515953;-73.9388919;40.7515953, -73.9388919
QN;22.0;40.7493418;-73.9388939;40.7493418, -73.9388939
QN;9.0;40.7527536;-73.9389594;40.7527536, -73.9389594
MN;16.0;40.8120261;-73.9389628;40.8120261, -73.9389628
QN;69.0;40.7475825;-73.9389641;40.7475825, -73.9389641
QN;9.0;40.7515102;-73.9389677;40.7515102, -73.9389677
MN;9.0;40.8402912;-73.9389694;40.8402912, -73.9389694
MN;10.0;40.8142933;-73.9389933;40.8142933, -73.9389933
MN;8.0;40.7922806;-73.9390062;40.7922806, -73.9390062
MN;9.0;40.8404971;-73.9390126;40.8404971, -73.9390126
BK;8.0;40.6635927;-73.9390193;40.6635927, -73.9390193
MN;13.0;40.8338302;-73.9390295;40.8338302, -73.9390295
MN;7.0;40.8180454;-73.9390368;40.8180454, -73.9390368
BK;7.0;40.6800614;-73.9390512;40.6800614, -73.9390512
MN;12.0;40.8481768;-73.9390525;40.8481768, -73.9390525
QN;9.0;40.7519467;-73.9390684;40.7519467, -73.9390684
MN;12.0;40.8453855;-73.9390732;40.8453855, -73.9390732
QN;10.0;40.7513401;-73.9391231;40.7513401, -73.9391231
MN;20.0;40.7887647;-73.9391394;40.7887647, -73.9391394
MN;8.0;40.801352;-73.9391785;40.801352, -73.9391785
MN;8.0;40.8228075;-73.9391914;40.8228075, -73.9391914
MN;7.0;40.8177929;-73.9392068;40.8177929, -73.9392068
MN;12.0;40.845004;-73.9392434;40.845004, -73.9392434
MN;9.0;40.8405768;-73.9392438;40.8405768, -73.9392438
MN;9.0;40.8403847;-73.9392512;40.8403847, -73.9392512
BK;8.0;40.7007653;-73.9392522;40.7007653, -73.9392522
MN;7.0;40.8053813;-73.9392687;40.8053813, -73.9392687
QN;17.0;40.751590;-73.9393214;40.751590, -73.9393214
QN;15.0;40.7511618;-73.9393218;40.7511618, -73.9393218
MN;8.0;40.798396;-73.9393329;40.798396, -73.9393329
MN;8.0;40.7920969;-73.9393422;40.7920969, -73.9393422
BK;7.0;40.7157408;-73.9393468;40.7157408, -73.9393468
MN;13.0;40.8397562;-73.9393638;40.8397562, -73.9393638
MN;8.0;40.7999194;-73.9393676;40.7999194, -73.9393676
BK;7.0;40.6976062;-73.9394102;40.6976062, -73.9394102
BK;7.0;40.6605819;-73.9394474;40.6605819, -73.9394474
BK;24.0;40.6961103;-73.9395269;40.6961103, -73.9395269
MN;7.0;40.8179468;-73.9395716;40.8179468, -73.9395716
QN;14.0;40.7484227;-73.9395913;40.7484227, -73.9395913
MN;12.0;40.8056807;-73.9395935;40.8056807, -73.9395935
MN;7.0;40.8391827;-73.9396137;40.8391827, -73.9396137
MN;16.0;40.8116614;-73.9396315;40.8116614, -73.9396315
QN;54.0;40.7470064;-73.9396359;40.7470064, -73.9396359
MN;12.0;40.802538;-73.9396361;40.802538, -73.9396361
MN;8.0;40.7996807;-73.9396387;40.7996807, -73.9396387
BK;7.0;40.7009878;-73.9396415;40.7009878, -73.9396415
QN;27.0;40.7510385;-73.9396431;40.7510385, -73.9396431
MN;7.0;40.8066331;-73.9396432;40.8066331, -73.9396432
MN;32.0;40.8022965;-73.9396761;40.8022965, -73.9396761
BK;7.0;40.7051626;-73.9396882;40.7051626, -73.9396882
BK;7.0;40.7096339;-73.9397167;40.7096339, -73.9397167
QN;7.0;40.7486808;-73.9397391;40.7486808, -73.9397391
BK;7.0;40.6787525;-73.9397446;40.6787525, -73.9397446
BK;7.0;40.6688054;-73.9397644;40.6688054, -73.9397644
MN;7.0;40.8241967;-73.9397935;40.8241967, -73.9397935
MN;8.0;40.7917897;-73.9398012;40.7917897, -73.9398012
MN;7.0;40.8263321;-73.9398024;40.8263321, -73.9398024
BK;7.0;40.5972708;-73.9398289;40.5972708, -73.9398289
BK;7.0;40.7058187;-73.9398319;40.7058187, -73.9398319
QN;18.0;40.7484064;-73.9398548;40.7484064, -73.9398548
QN;9.0;40.7591658;-73.9398812;40.7591658, -73.9398812
MN;14.0;40.7949901;-73.9398958;40.7949901, -73.9398958
QN;25.0;40.7493341;-73.9399298;40.7493341, -73.9399298
BK;9.0;40.6795788;-73.9399313;40.6795788, -73.9399313
MN;7.0;40.8197393;-73.9399385;40.8197393, -73.9399385
BK;10.0;40.700966;-73.9399517;40.700966, -73.9399517
MN;7.0;40.8181145;-73.9399688;40.8181145, -73.9399688
MN;14.0;40.8293706;-73.9400382;40.8293706, -73.9400382
BK;19.0;40.7043312;-73.9400569;40.7043312, -73.9400569
MN;11.0;40.7875273;-73.9400578;40.7875273, -73.9400578
MN;14.0;40.8534005;-73.9400599;40.8534005, -73.9400599
MN;7.0;40.7960497;-73.9400718;40.7960497, -73.9400718
QN;11.0;40.7519966;-73.9401114;40.7519966, -73.9401114
QN;27.0;40.7495566;-73.9401208;40.7495566, -73.9401208
MN;11.0;40.801756;-73.9401353;40.801756, -73.9401353
QN;15.0;40.7514834;-73.9401444;40.7514834, -73.9401444
QN;8.0;40.7489939;-73.9401466;40.7489939, -73.9401466
MN;8.0;40.8497035;-73.9401536;40.8497035, -73.9401536
MN;7.0;40.8264832;-73.9401636;40.8264832, -73.9401636
MN;16.0;40.8130807;-73.9401648;40.8130807, -73.9401648
BK;8.0;40.6641889;-73.9401939;40.6641889, -73.9401939
BK;7.0;40.7066753;-73.9402062;40.7066753, -73.9402062
