borough;numfloors;LAT;LONG;coordinates 
MN;11.0;40.7342918;-73.9920978;40.7342918, -73.9920978
MN;14.0;40.7222369;-73.9920992;40.7222369, -73.9920992
MN;12.0;40.7456524;-73.9921001;40.7456524, -73.9921001
BK;11.0;40.6654476;-73.9921024;40.6654476, -73.9921024
MN;11.0;40.7411729;-73.9921042;40.7411729, -73.9921042
BK;11.0;40.6955495;-73.9921096;40.6955495, -73.9921096
MN;7.0;40.7184958;-73.9921249;40.7184958, -73.9921249
MN;16.0;40.7522562;-73.9921282;40.7522562, -73.9921282
MN;12.0;40.7407063;-73.9921331;40.7407063, -73.9921331
MN;32.0;40.7676927;-73.9921372;40.7676927, -73.9921372
MN;23.0;40.7546798;-73.9921387;40.7546798, -73.9921387
MN;11.0;40.7374483;-73.9921479;40.7374483, -73.9921479
MN;7.0;40.7191106;-73.9921573;40.7191106, -73.9921573
MN;12.0;40.747291;-73.9921576;40.747291, -73.9921576
MN;13.0;40.7373001;-73.9921588;40.7373001, -73.9921588
MN;20.0;40.7552288;-73.9921639;40.7552288, -73.9921639
MN;7.0;40.733408;-73.9921701;40.733408, -73.9921701
BK;31.0;40.6976109;-73.9921707;40.6976109, -73.9921707
BK;13.0;40.6907325;-73.9921823;40.6907325, -73.9921823
BK;19.0;40.693974;-73.9921855;40.693974, -73.9921855
MN;7.0;40.7263238;-73.9921889;40.7263238, -73.9921889
MN;7.0;40.7448811;-73.9921904;40.7448811, -73.9921904
BK;11.0;40.6667102;-73.9922067;40.6667102, -73.9922067
MN;7.0;40.7629772;-73.9922099;40.7629772, -73.9922099
MN;12.0;40.7461903;-73.9922119;40.7461903, -73.9922119
MN;14.0;40.7147821;-73.9922192;40.7147821, -73.9922192
BK;12.0;40.6963126;-73.9922213;40.6963126, -73.9922213
BK;12.0;40.6952147;-73.9922214;40.6952147, -73.9922214
BK;7.0;40.6594311;-73.9922256;40.6594311, -73.9922256
MN;10.0;40.7330951;-73.9922278;40.7330951, -73.9922278
MN;15.0;40.738505;-73.9922308;40.738505, -73.9922308
MN;7.0;40.7185287;-73.9922332;40.7185287, -73.9922332
MN;11.0;40.7398198;-73.9922379;40.7398198, -73.9922379
MN;11.0;40.7392269;-73.9922488;40.7392269, -73.9922488
MN;24.0;40.7453971;-73.9922517;40.7453971, -73.9922517
MN;9.0;40.7228078;-73.9922615;40.7228078, -73.9922615
MN;14.0;40.7167172;-73.9922694;40.7167172, -73.9922694
MN;60.0;40.757872;-73.9922719;40.757872, -73.9922719
MN;7.0;40.7519955;-73.9922726;40.7519955, -73.9922726
MN;12.0;40.7302488;-73.9922751;40.7302488, -73.9922751
MN;16.0;40.7527997;-73.9922761;40.7527997, -73.9922761
MN;37.0;40.7699763;-73.9922777;40.7699763, -73.9922777
MN;7.0;40.7268673;-73.9922791;40.7268673, -73.9922791
MN;12.0;40.7470275;-73.9922912;40.7470275, -73.9922912
MN;7.0;40.7145708;-73.9922913;40.7145708, -73.9922913
MN;8.0;40.7260576;-73.9922972;40.7260576, -73.9922972
BK;7.0;40.6888139;-73.9923087;40.6888139, -73.9923087
MN;12.0;40.7415764;-73.9923135;40.7415764, -73.9923135
MN;15.0;40.7413212;-73.9923207;40.7413212, -73.9923207
MN;9.0;40.7221573;-73.9923337;40.7221573, -73.9923337
MN;12.0;40.7296861;-73.9923401;40.7296861, -73.9923401
MN;12.0;40.7560659;-73.9923479;40.7560659, -73.9923479
MN;9.0;40.7361226;-73.9923502;40.7361226, -73.9923502
MN;11.0;40.7331473;-73.9923577;40.7331473, -73.9923577
MN;16.0;40.7523551;-73.9923664;40.7523551, -73.9923664
MN;33.0;40.7563898;-73.9923695;40.7563898, -73.9923695
MN;7.0;40.7179331;-73.9923703;40.7179331, -73.9923703
MN;15.0;40.7408051;-73.9923713;40.7408051, -73.9923713
MN;57.0;40.7512626;-73.9923737;40.7512626, -73.9923737
MN;16.0;40.7405115;-73.9923822;40.7405115, -73.9923822
MN;7.0;40.7605975;-73.9923907;40.7605975, -73.9923907
MN;12.0;40.7449662;-73.9923925;40.7449662, -73.9923925
MN;40.0;40.7440055;-73.9924034;40.7440055, -73.9924034
MN;7.0;40.7269387;-73.9924053;40.7269387, -73.9924053
MN;12.0;40.733968;-73.9924082;40.733968, -73.9924082
MN;12.0;40.7462754;-73.9924104;40.7462754, -73.9924104
MN;25.0;40.7480513;-73.9924138;40.7480513, -73.9924138
BK;9.0;40.693889;-73.9924163;40.693889, -73.9924163
MN;8.0;40.7278142;-73.9924269;40.7278142, -73.9924269
MN;12.0;40.7668308;-73.9924333;40.7668308, -73.9924333
MN;12.0;40.7530111;-73.9924349;40.7530111, -73.9924349
MN;12.0;40.7470906;-73.9924428;40.7470906, -73.9924428
MN;7.0;40.7348271;-73.9924478;40.7348271, -73.9924478
MN;11.0;40.7381757;-73.9924618;40.7381757, -73.9924618
MN;12.0;40.7556241;-73.9924634;40.7556241, -73.9924634
MN;7.0;40.7264226;-73.9924667;40.7264226, -73.9924667
BK;13.0;40.6992824;-73.9924698;40.6992824, -73.9924698
MN;7.0;40.7408518;-73.9924759;40.7408518, -73.9924759
MN;7.0;40.7327136;-73.9924805;40.7327136, -73.9924805
MN;11.0;40.7400147;-73.9924869;40.7400147, -73.9924869
MN;7.0;40.7233403;-73.9924887;40.7233403, -73.9924887
MN;12.0;40.7454959;-73.9924898;40.7454959, -73.9924898
MN;12.0;40.7474337;-73.9924968;40.7474337, -73.9924968
MN;20.0;40.7423285;-73.9924974;40.7423285, -73.9924974
MN;9.0;40.7390238;-73.9924978;40.7390238, -73.9924978
MN;39.0;40.7729544;-73.9925048;40.7729544, -73.9925048
MN;21.0;40.7358509;-73.9925126;40.7358509, -73.9925126
MN;33.0;40.7564585;-73.9925283;40.7564585, -73.9925283
MN;12.0;40.7442416;-73.9925333;40.7442416, -73.9925333
MN;8.0;40.7273394;-73.9925352;40.7273394, -73.9925352
MN;27.0;40.7545289;-73.9925358;40.7545289, -73.9925358
MN;7.0;40.7398061;-73.9925374;40.7398061, -73.9925374
MN;10.0;40.7319533;-73.9925419;40.7319533, -73.9925419
MN;20.0;40.7540019;-73.9925466;40.7540019, -73.9925466
MN;11.0;40.738409;-73.9925484;40.738409, -73.9925484
MN;8.0;40.7645829;-73.9925527;40.7645829, -73.9925527
MN;17.0;40.7489104;-73.9925544;40.7489104, -73.9925544
MN;8.0;40.7231482;-73.9925645;40.7231482, -73.9925645
MN;14.0;40.7524374;-73.9925649;40.7524374, -73.9925649
MN;7.0;40.7261646;-73.9925678;40.7261646, -73.9925678
MN;14.0;40.7393614;-73.9925699;40.7393614, -73.9925699
MN;13.0;40.7672179;-73.9925777;40.7672179, -73.9925777
MN;8.0;40.7662352;-73.9925778;40.7662352, -73.9925778
MN;8.0;40.7327575;-73.9925815;40.7327575, -73.9925815
MN;7.0;40.723085;-73.9925862;40.723085, -73.9925862
MN;14.0;40.7561675;-73.9925897;40.7561675, -73.9925897
MN;7.0;40.7270402;-73.9926074;40.7270402, -73.9926074
MN;8.0;40.7211417;-73.9926189;40.7211417, -73.9926189
MN;7.0;40.7466789;-73.9926196;40.7466789, -73.9926196
MN;7.0;40.726505;-73.9926291;40.726505, -73.9926291
MN;12.0;40.7450678;-73.9926343;40.7450678, -73.9926343
MN;11.0;40.7366661;-73.9926352;40.7366661, -73.9926352
BK;9.0;40.6421609;-73.9926384;40.6421609, -73.9926384
MN;21.0;40.7458857;-73.9926522;40.7458857, -73.9926522
MN;10.0;40.7336935;-73.9926572;40.7336935, -73.9926572
MN;9.0;40.7327877;-73.9926573;40.7327877, -73.9926573
MN;7.0;40.7153448;-73.9926664;40.7153448, -73.9926664
MN;28.0;40.7538208;-73.9926694;40.7538208, -73.9926694
MN;42.0;40.7704347;-73.9926712;40.7704347, -73.9926712
MN;9.0;40.7471895;-73.9926737;40.7471895, -73.9926737
BK;10.0;40.6941086;-73.9926904;40.6941086, -73.9926904
MN;12.0;40.740646;-73.9926961;40.740646, -73.9926961
MN;11.0;40.7262031;-73.9927085;40.7262031, -73.9927085
MN;7.0;40.7265462;-73.9927085;40.7265462, -73.9927085
MN;32.0;40.7565353;-73.9927124;40.7565353, -73.9927124
MN;16.0;40.7554127;-73.9927125;40.7554127, -73.9927125
MN;7.0;40.7440001;-73.9927246;40.7440001, -73.9927246
MN;40.0;40.744302;-73.9927462;40.744302, -73.9927462
BK;12.0;40.6660789;-73.9927511;40.6660789, -73.9927511
MN;7.0;40.7161326;-73.9927601;40.7161326, -73.9927601
MN;12.0;40.7448043;-73.9927606;40.7448043, -73.9927606
MN;23.0;40.7525966;-73.9927634;40.7525966, -73.9927634
MN;10.0;40.7209826;-73.9927704;40.7209826, -73.9927704
MN;9.0;40.7325297;-73.9927764;40.7325297, -73.9927764
MN;14.0;40.7451309;-73.9927822;40.7451309, -73.9927822
MN;14.0;40.731764;-73.9927873;40.731764, -73.9927873
MN;14.0;40.7170987;-73.9927925;40.7170987, -73.9927925
MN;8.0;40.716020;-73.9927998;40.716020, -73.9927998
MN;10.0;40.7391556;-73.9928117;40.7391556, -73.9928117
MN;9.0;40.7546469;-73.9928137;40.7546469, -73.9928137
MN;18.0;40.7467613;-73.9928181;40.7467613, -73.9928181
MN;8.0;40.7222424;-73.9928208;40.7222424, -73.9928208
MN;11.0;40.7334081;-73.9928268;40.7334081, -73.9928268
MN;21.0;40.747409;-73.9928289;40.747409, -73.9928289
MN;10.0;40.767001;-73.9928304;40.767001, -73.9928304
MN;32.0;40.7562746;-73.9928388;40.7562746, -73.9928388
MN;11.0;40.7363642;-73.9928445;40.7363642, -73.9928445
BK;12.0;40.6964142;-73.9928488;40.6964142, -73.9928488
MN;23.0;40.7343056;-73.9928519;40.7343056, -73.9928519
MN;7.0;40.7451638;-73.9928616;40.7451638, -73.9928616
MN;10.0;40.7291317;-73.9928633;40.7291317, -73.9928633
MN;11.0;40.7295599;-73.9928633;40.7295599, -73.9928633
MN;7.0;40.7262827;-73.9928708;40.7262827, -73.9928708
MN;32.0;40.7566012;-73.9928712;40.7566012, -73.9928712
MN;10.0;40.7207383;-73.9928859;40.7207383, -73.9928859
MN;11.0;40.7393614;-73.9929019;40.7393614, -73.9929019
MN;7.0;40.7134564;-73.9929047;40.7134564, -73.9929047
MN;7.0;40.7608144;-73.9929069;40.7608144, -73.9929069
MN;14.0;40.7218856;-73.9929074;40.7218856, -73.9929074
MN;18.0;40.7540376;-73.9929076;40.7540376, -73.9929076
MN;12.0;40.7410412;-73.9929234;40.7410412, -73.9929234
MN;9.0;40.7387466;-73.9929272;40.7387466, -73.9929272
MN;12.0;40.7384365;-73.9929273;40.7384365, -73.9929273
MN;11.0;40.7376734;-73.9929274;40.7376734, -73.9929274
MN;12.0;40.745194;-73.9929302;40.745194, -73.9929302
MN;7.0;40.7252205;-73.9929359;40.7252205, -73.9929359
BK;9.0;40.6658402;-73.9929386;40.6658402, -73.9929386
MN;42.0;40.7440605;-73.9929411;40.7440605, -73.9929411
MN;12.0;40.7460092;-73.9929481;40.7460092, -73.9929481
MN;11.0;40.7402892;-73.9929523;40.7402892, -73.9929523
MN;7.0;40.726667;-73.9929538;40.726667, -73.9929538
MN;32.0;40.756324;-73.9929543;40.756324, -73.9929543
MN;8.0;40.7326039;-73.9929568;40.7326039, -73.9929568
MN;43.0;40.7714311;-73.9929671;40.7714311, -73.9929671
MN;16.0;40.7485783;-73.9929695;40.7485783, -73.9929695
MN;25.0;40.7534118;-73.9930231;40.7534118, -73.9930231
MN;12.0;40.7465335;-73.9930311;40.7465335, -73.9930311
MN;22.0;40.755550;-73.9930337;40.755550, -73.9930337
MN;12.0;40.7449196;-73.9930349;40.7449196, -73.9930349
MN;21.0;40.7372892;-73.9930429;40.7372892, -73.9930429
MN;12.0;40.7547458;-73.9930519;40.7547458, -73.9930519
MN;10.0;40.7321729;-73.9930542;40.7321729, -73.9930542
MN;9.0;40.7388015;-73.9930571;40.7388015, -73.9930571
MN;7.0;40.7674018;-73.9930614;40.7674018, -73.9930614
MN;36.0;40.7563871;-73.9930734;40.7563871, -73.9930734
MN;31.0;40.7304986;-73.9930761;40.7304986, -73.9930761
MN;35.0;40.7566918;-73.9930842;40.7566918, -73.9930842
MN;21.0;40.7542709;-73.9930844;40.7542709, -73.9930844
MN;19.0;40.743646;-73.9930855;40.743646, -73.9930855
MN;10.0;40.7689086;-73.9930901;40.7689086, -73.9930901
MN;11.0;40.7385106;-73.9930969;40.7385106, -73.9930969
MN;12.0;40.7408162;-73.9931002;40.7408162, -73.9931002
MN;10.0;40.732667;-73.9931011;40.732667, -73.9931011
BK;8.0;40.6599663;-73.9931014;40.6599663, -73.9931014
MN;12.0;40.7147437;-73.9931029;40.7147437, -73.9931029
MN;11.0;40.7403551;-73.9931111;40.7403551, -73.9931111
MN;19.0;40.7361528;-73.9931115;40.7361528, -73.9931115
MN;7.0;40.7256487;-73.9931379;40.7256487, -73.9931379
MN;23.0;40.7468354;-73.9931393;40.7468354, -73.9931393
MN;21.0;40.7482407;-73.9931428;40.7482407, -73.9931428
MN;11.0;40.734366;-73.9931514;40.734366, -73.9931514
MN;11.0;40.7264309;-73.9931522;40.7264309, -73.9931522
MN;12.0;40.7555966;-73.9931529;40.7555966, -73.9931529
MN;7.0;40.726774;-73.9931558;40.726774, -73.9931558
BK;7.0;40.5723443;-73.9931572;40.5723443, -73.9931572
MN;7.0;40.7400723;-73.9931653;40.7400723, -73.9931653
BK;17.0;40.5748147;-73.9931678;40.5748147, -73.9931678
MN;12.0;40.7646955;-73.9931736;40.7646955, -73.9931736
MN;10.0;40.7388537;-73.9931798;40.7388537, -73.9931798
MN;12.0;40.7328921;-73.9931804;40.7328921, -73.9931804
MN;16.0;40.7207218;-73.9931853;40.7207218, -73.9931853
BK;8.0;40.6646846;-73.9931874;40.6646846, -73.9931874
MN;28.0;40.7582728;-73.9931887;40.7582728, -73.9931887
MN;9.0;40.7259094;-73.9931956;40.7259094, -73.9931956
MN;24.0;40.7549681;-73.9931962;40.7549681, -73.9931962
MN;12.0;40.7441922;-73.9932009;40.7441922, -73.9932009
MN;10.0;40.7285334;-73.9932098;40.7285334, -73.9932098
MN;7.0;40.7614402;-73.9932208;40.7614402, -73.9932208
MN;11.0;40.7385627;-73.9932268;40.7385627, -73.9932268
MN;25.0;40.753184;-73.9932325;40.753184, -73.9932325
MN;21.0;40.7469699;-73.9932331;40.7469699, -73.9932331
MN;8.0;40.7417659;-73.9932337;40.7417659, -73.9932337
MN;11.0;40.7671548;-73.9932347;40.7671548, -73.9932347
MN;7.0;40.7167831;-73.9932362;40.7167831, -73.9932362
MN;14.0;40.7140877;-73.9932365;40.7140877, -73.9932365
MN;9.0;40.7450047;-73.9932369;40.7450047, -73.9932369
MN;12.0;40.741162;-73.9932373;40.741162, -73.9932373
MN;7.0;40.7598181;-73.9932463;40.7598181, -73.9932463
MN;12.0;40.7381181;-73.9932593;40.7381181, -73.9932593
MN;9.0;40.7290412;-73.9932674;40.7290412, -73.9932674
MN;12.0;40.7458336;-73.9932766;40.7458336, -73.9932766
MN;14.0;40.7564558;-73.9932827;40.7564558, -73.9932827
MN;12.0;40.7453423;-73.9932838;40.7453423, -73.9932838
MN;11.0;40.733850;-73.9933102;40.733850, -73.9933102
MN;19.0;40.7370504;-73.9933135;40.7370504, -73.9933135
MN;8.0;40.7232525;-73.9933185;40.7232525, -73.9933185
MN;9.0;40.7208701;-73.9933224;40.7208701, -73.9933224
MN;10.0;40.7435911;-73.9933345;40.7435911, -73.9933345
MN;12.0;40.7461794;-73.9933379;40.7461794, -73.9933379
MN;12.0;40.755679;-73.9933441;40.755679, -73.9933441
MN;17.0;40.7540678;-73.9933443;40.7540678, -73.9933443
MN;14.0;40.7386176;-73.9933531;40.7386176, -73.9933531
MN;15.0;40.754389;-73.9933623;40.754389, -73.9933623
MN;12.0;40.7404594;-73.9933637;40.7404594, -73.9933637
MN;13.0;40.731388;-73.9933682;40.731388, -73.9933682
MN;10.0;40.7373907;-73.9933712;40.7373907, -73.9933712
MN;21.0;40.7477659;-73.9933738;40.7477659, -73.9933738
MN;12.0;40.7401602;-73.9933746;40.7401602, -73.9933746
MN;21.0;40.7466433;-73.9933775;40.7466433, -73.9933775
MN;23.0;40.7483011;-73.9933918;40.7483011, -73.9933918
MN;7.0;40.7265462;-73.9934012;40.7265462, -73.9934012
MN;12.0;40.7486277;-73.9934026;40.7486277, -73.9934026
MN;7.0;40.7336359;-73.9934077;40.7336359, -73.9934077
MN;10.0;40.7320275;-73.9934078;40.7320275, -73.9934078
MN;7.0;40.714074;-73.9934132;40.714074, -73.9934132
MN;7.0;40.7446177;-73.9934138;40.7446177, -73.9934138
BK;11.0;40.6643553;-73.9934217;40.6643553, -73.9934217
MN;11.0;40.7388015;-73.9934288;40.7388015, -73.9934288
MN;7.0;40.7443075;-73.9934355;40.7443075, -73.9934355
MN;35.0;40.7300705;-73.9934441;40.7300705, -73.9934441
MN;9.0;40.733581;-73.9934546;40.733581, -73.9934546
BK;9.0;40.6959229;-73.9934583;40.6959229, -73.9934583
BK;12.0;40.6926045;-73.9934586;40.6926045, -73.9934586
MN;9.0;40.7454164;-73.9934643;40.7454164, -73.9934643
MN;11.0;40.7287832;-73.9934839;40.7287832, -73.9934839
MN;25.0;40.756055;-73.9934849;40.756055, -73.9934849
MN;7.0;40.7648272;-73.9934912;40.7648272, -73.9934912
MN;12.0;40.7382197;-73.9934974;40.7382197, -73.9934974
BK;8.0;40.6981132;-73.9934978;40.6981132, -73.9934978
MN;19.0;40.7206038;-73.9934992;40.7206038, -73.9934992
MN;16.0;40.7552563;-73.9934994;40.7552563, -73.9934994
MN;7.0;40.7483505;-73.9935073;40.7483505, -73.9935073
MN;17.0;40.7354749;-73.9935121;40.7354749, -73.9935121
BK;7.0;40.6988406;-73.9935193;40.6988406, -73.9935193
MN;7.0;40.7257557;-73.9935203;40.7257557, -73.9935203
MN;12.0;40.724946;-73.9935276;40.724946, -73.9935276
MN;12.0;40.7475161;-73.9935543;40.7475161, -73.9935543
MN;14.0;40.7533405;-73.9935573;40.7533405, -73.9935573
MN;10.0;40.7286954;-73.9935597;40.7286954, -73.9935597
MN;12.0;40.7339982;-73.9935736;40.7339982, -73.9935736
BK;13.0;40.6926978;-73.9935776;40.6926978, -73.9935776
MN;12.0;40.7451474;-73.9935798;40.7451474, -73.9935798
MN;20.0;40.7390211;-73.9935804;40.7390211, -73.9935804
MN;12.0;40.7382608;-73.9935949;40.7382608, -73.9935949
BK;7.0;40.6987116;-73.9935951;40.6987116, -73.9935951
MN;22.0;40.7544878;-73.9935969;40.7544878, -73.9935969
MN;7.0;40.7134016;-73.9936081;40.7134016, -73.9936081
MN;11.0;40.7268289;-73.9936212;40.7268289, -73.9936212
MN;14.0;40.732398;-73.9936279;40.732398, -73.9936279
MN;7.0;40.7443871;-73.9936304;40.7443871, -73.9936304
MN;18.0;40.7366579;-73.9936383;40.7366579, -73.9936383
MN;7.0;40.7634164;-73.9936394;40.7634164, -73.9936394
MN;12.0;40.744711;-73.9936412;40.744711, -73.9936412
MN;7.0;40.7648931;-73.9936465;40.7648931, -73.9936465
MN;25.0;40.7558135;-73.9936618;40.7558135, -73.9936618
BK;9.0;40.7022743;-73.9936705;40.7022743, -73.9936705
MN;10.0;40.7269662;-73.9936717;40.7269662, -73.9936717
MN;10.0;40.7387522;-73.9936778;40.7387522, -73.9936778
MN;10.0;40.7691585;-73.9936822;40.7691585, -73.9936822
BK;24.0;40.5736893;-73.9936826;40.5736893, -73.9936826
MN;8.0;40.7222617;-73.9936866;40.7222617, -73.9936866
BK;10.0;40.6956484;-73.9936963;40.6956484, -73.9936963
MN;10.0;40.7285664;-73.9937004;40.7285664, -73.9937004
MN;7.0;40.7641026;-73.9937043;40.7641026, -73.9937043
MN;9.0;40.7479498;-73.9937058;40.7479498, -73.9937058
MN;7.0;40.738313;-73.9937176;40.738313, -73.9937176
MN;15.0;40.7429818;-73.9937243;40.7429818, -73.9937243
MN;12.0;40.7542271;-73.9937269;40.7542271, -73.9937269
MN;12.0;40.7452106;-73.9937277;40.7452106, -73.9937277
MN;21.0;40.7455289;-73.9937277;40.7455289, -73.9937277
MN;7.0;40.7652582;-73.9937439;40.7652582, -73.9937439
MN;13.0;40.7387796;-73.9937572;40.7387796, -73.9937572
MN;11.0;40.736367;-73.9937574;40.736367, -73.9937574
MN;12.0;40.7340778;-73.9937613;40.7340778, -73.9937613
MN;12.0;40.7279955;-73.9937763;40.7279955, -73.9937763
MN;7.0;40.7251272;-73.9937801;40.7251272, -73.9937801
MN;7.0;40.7641356;-73.9937837;40.7641356, -73.9937837
MN;7.0;40.719860;-73.9937842;40.719860, -73.9937842
MN;46.0;40.7593899;-73.9937914;40.7593899, -73.9937914
MN;12.0;40.7152735;-73.9937919;40.7152735, -73.9937919
MN;10.0;40.7250009;-73.9937982;40.7250009, -73.9937982
MN;7.0;40.7267493;-73.9938052;40.7267493, -73.9938052
MN;8.0;40.7284072;-73.9938087;40.7284072, -73.9938087
MN;8.0;40.7261839;-73.9938125;40.7261839, -73.9938125
MN;12.0;40.739120;-73.9938185;40.739120, -73.9938185
MN;8.0;40.7624393;-73.9938308;40.7624393, -73.9938308
MN;13.0;40.7554073;-73.9938567;40.7554073, -73.9938567
MN;11.0;40.7331199;-73.9938588;40.7331199, -73.9938588
BK;12.0;40.7019257;-73.9938616;40.7019257, -73.9938616
MN;7.0;40.7641685;-73.9938631;40.7641685, -73.9938631
MN;11.0;40.7388373;-73.9938691;40.7388373, -73.9938691
MN;25.0;40.7534777;-73.9938785;40.7534777, -73.9938785
MN;12.0;40.7447879;-73.9938793;40.7447879, -73.9938793
MN;12.0;40.7295078;-73.9938807;40.7295078, -73.9938807
MN;10.0;40.7350907;-73.9938875;40.7350907, -73.9938875
MN;14.0;40.7477001;-73.9938935;40.7477001, -73.9938935
MN;12.0;40.7321785;-73.9938949;40.7321785, -73.9938949
MN;8.0;40.7216963;-73.9938959;40.7216963, -73.9938959
MN;12.0;40.7341355;-73.9938984;40.7341355, -73.9938984
MN;40.0;40.7585308;-73.9938997;40.7585308, -73.9938997
MN;7.0;40.7397622;-73.9939051;40.7397622, -73.9939051
MN;7.0;40.7196185;-73.9939069;40.7196185, -73.9939069
MN;14.0;40.7488419;-73.9939115;40.7488419, -73.9939115
MN;16.0;40.7430642;-73.9939192;40.7430642, -73.9939192
MN;12.0;40.7493277;-73.9939295;40.7493277, -73.9939295
MN;12.0;40.7384036;-73.9939341;40.7384036, -73.9939341
MN;8.0;40.7538236;-73.9939435;40.7538236, -73.9939435
MN;7.0;40.7238536;-73.9939462;40.7238536, -73.9939462
MN;10.0;40.7242818;-73.9939462;40.7242818, -73.9939462
BK;7.0;40.6440055;-73.9939607;40.6440055, -73.9939607
MN;8.0;40.7444914;-73.9939624;40.7444914, -73.9939624
MN;8.0;40.7214986;-73.9939717;40.7214986, -73.9939717
MN;12.0;40.7329745;-73.9939779;40.7329745, -73.9939779
MN;14.0;40.7485482;-73.9939801;40.7485482, -73.9939801
MN;16.0;40.7480679;-73.9939981;40.7480679, -73.9939981
MN;8.0;40.7213998;-73.9940078;40.7213998, -73.9940078
MN;7.0;40.7389004;-73.9940314;40.7389004, -73.9940314
BK;12.0;40.6638146;-73.9940346;40.6638146, -73.9940346
MN;14.0;40.7546717;-73.9940373;40.7546717, -73.9940373
MN;12.0;40.7302764;-73.9940394;40.7302764, -73.9940394
MN;8.0;40.721301;-73.9940438;40.721301, -73.9940438
MN;9.0;40.7119386;-73.9940447;40.7119386, -73.9940447
MN;7.0;40.761078;-73.9940511;40.761078, -73.9940511
MN;12.0;40.744862;-73.9940562;40.744862, -73.9940562
MN;19.0;40.7347311;-73.9940607;40.7347311, -73.9940607
MN;24.0;40.7519874;-73.9940664;40.7519874, -73.9940664
MN;16.0;40.7493881;-73.9940666;40.7493881, -73.9940666
MN;11.0;40.7559069;-73.9940696;40.7559069, -73.9940696
MN;12.0;40.7121088;-73.9940699;40.7121088, -73.9940699
MN;17.0;40.7359388;-73.9940858;40.7359388, -73.9940858
MN;7.0;40.7627715;-73.9940871;40.7627715, -73.9940871
MN;06.Mai;40.7194044;-73.9940873;40.7194044, -73.9940873
MN;25.0;40.7543808;-73.9940878;40.7543808, -73.9940878
MN;21.0;40.7477824;-73.9940884;40.7477824, -73.9940884
MN;7.0;40.7254621;-73.9940904;40.7254621, -73.9940904
MN;7.0;40.7404292;-73.9940963;40.7404292, -73.9940963
MN;7.0;40.7637705;-73.9941014;40.7637705, -73.9941014
MN;9.0;40.7529206;-73.9941024;40.7529206, -73.9941024
BK;30.0;40.6981819;-73.9941036;40.6981819, -73.9941036
MN;12.0;40.727990;-73.9941118;40.727990, -73.9941118
MN;7.0;40.7445683;-73.9941212;40.7445683, -73.9941212
BK;9.0;40.6974737;-73.9941217;40.6974737, -73.9941217
MN;10.0;40.7384859;-73.9941253;40.7384859, -73.9941253
MN;10.0;40.7290083;-73.9941297;40.7290083, -73.9941297
MN;9.0;40.7338995;-73.9941365;40.7338995, -73.9941365
MN;8.0;40.7272571;-73.9941407;40.7272571, -73.9941407
MN;16.0;40.7190887;-73.9941451;40.7190887, -73.9941451
MN;12.0;40.7437778;-73.9941573;40.7437778, -73.9941573
MN;27.0;40.7455454;-73.9941608;40.7455454, -73.9941608
BK;13.0;40.5718833;-73.9941652;40.5718833, -73.9941652
MN;21.0;40.7366964;-73.9941652;40.7366964, -73.9941652
MN;10.0;40.7358043;-73.9941833;40.7358043, -73.9941833
MN;17.0;40.7428583;-73.9941971;40.7428583, -73.9941971
MN;26.0;40.7539361;-73.9942033;40.7539361, -73.9942033
MN;7.0;40.7269442;-73.9942057;40.7269442, -73.9942057
MN;21.0;40.7449334;-73.9942294;40.7449334, -73.9942294
BK;06.Mai;40.6952834;-73.9942301;40.6952834, -73.9942301
MN;14.0;40.7481722;-73.9942327;40.7481722, -73.9942327
MN;15.0;40.7486552;-73.9942363;40.7486552, -73.9942363
MN;14.0;40.7489874;-73.9942543;40.7489874, -73.9942543
MN;10.0;40.7423972;-73.9942549;40.7423972, -73.9942549
MN;12.0;40.7325463;-73.9942557;40.7325463, -73.9942557
BK;7.0;40.5724295;-73.9942587;40.5724295, -73.9942587
MN;7.0;40.7643332;-73.9942602;40.7643332, -73.9942602
MN;7.0;40.7646544;-73.9942602;40.7646544, -73.9942602
MN;16.0;40.7494704;-73.9942651;40.7494704, -73.9942651
MN;14.0;40.7188225;-73.9942677;40.7188225, -73.9942677
MN;7.0;40.7374265;-73.9942842;40.7374265, -73.9942842
MN;10.0;40.7298702;-73.9943029;40.7298702, -73.9943029
MN;45.0;40.7441621;-73.9943125;40.7441621, -73.9943125
BK;10.0;40.6979129;-73.9943128;40.6979129, -73.9943128
MN;12.0;40.7277979;-73.9943175;40.7277979, -73.9943175
MN;7.0;40.7414256;-73.9943199;40.7414256, -73.9943199
MN;12.0;40.7357083;-73.9943204;40.7357083, -73.9943204
MN;7.0;40.735571;-73.9943348;40.735571, -73.9943348
MN;16.0;40.7544878;-73.9943405;40.7544878, -73.9943405
MN;8.0;40.7186633;-73.9943471;40.7186633, -73.9943471
BK;9.0;40.6652529;-73.9943588;40.6652529, -73.9943588
MN;12.0;40.7429297;-73.9943631;40.7429297, -73.9943631
MN;7.0;40.7383871;-73.9943743;40.7383871, -73.9943743
MN;12.0;40.7449992;-73.9943774;40.7449992, -73.9943774
MN;10.0;40.7370148;-73.9943816;40.7370148, -73.9943816
MN;12.0;40.7392051;-73.9943851;40.7392051, -73.9943851
MN;7.0;40.7225719;-73.9943865;40.7225719, -73.9943865
MN;12.0;40.7254923;-73.9943934;40.7254923, -73.9943934
MN;27.0;40.7548227;-73.9943946;40.7548227, -73.9943946
